1799.45	-10.363
1799.66	-10.3733
1799.38	-10.391
1900.02	-11.2411
1899.84	-11.2724
1899.9	-11.2636
1999.77	-12.066
1999.94	-12.1191
2000	-11.3062
1999.82	-12.1304
2099.76	-11.9478
2099.66	-11.9035
2099.92	-11.909
2199.78	-12.5432
2199.91	-12.6124
2199.73	-12.5087
2299.98	-13.2365
2300.08	-13.2696
2299.88	-13.3766
2400.08	-14.1302
2400.06	-13.936
2400.31	-14.1176
2400.05	-14.103
2500.04	-14.8543
2500.15	-14.7958
2500.07	-14.7564
2600.09	-15.5157
2600.12	-15.6035
2600.16	-15.5409
2700.26	-16.3764
2700.13	-16.3864
2700.06	-16.3002
2800	-17.0971
2800.04	-17.0989
2800.03	-17.0781
2799.93	-17.1639
2899.87	-17.9149
2899.94	-17.9352
2899.86	-18.0047
3000.06	-18.8126
2999.92	-18.7251
3000.06	-18.7218
3100	-19.6925
3100.07	-19.6939
3099.89	-19.6743
3200.06	-20.6567
3200	-20.6216
3200.17	-20.5748
3200.15	-20.5511
3300.06	-21.5873
3300.01	-21.5564
3300.06	-21.4961
3400.06	-22.4272
3400.14	-22.5567
3400.1	-22.5779
3499.86	-23.5362
3500.06	-23.4312
3500	-23.4691
3599.98	-24.4879
3599.85	-24.5573
3599.99	-24.4777
3599.91	-24.6408
3699.85	-25.5953
3700.03	-25.6072
3699.98	-25.5827
3800.04	-26.6444
3800.05	-26.6109
3800.06	-26.6505
3899.96	-27.8627
3899.88	-27.734
3899.88	-27.6969
4000.04	-28.8956
4000.08	-28.9455
4000.06	-28.9651
4000.11	-28.9898
4099.84	-29.9761
4099.98	-29.8548
4100.06	-29.9976
4200.16	-31.2708
4200.22	-31.1977
4200.22	-31.1361
4299.72	-32.2912
4299.91	-32.3046
4299.97	-32.4001
4299.88	-32.3125
4399.79	-33.3984
4400.13	-33.5262
4400.05	-33.4057
4499.75	-34.5989
4499.97	-34.6186
4499.92	-34.5988
4599.92	-35.7322
4600.08	-35.7282
4600.05	-35.7461
4700.13	-36.8568
4700	-36.852
4700.12	-36.8278
4799.92	-37.6843
4800.19	-37.9361
4800.28	-37.8822
4799.78	-37.7812
4900.25	-38.8362
4900.21	-38.8299
4900.14	-38.7499
5000	-39.5733
5000.14	-39.6025
4999.84	-39.4795
5099.82	-40.2927
5099.97	-40.3384
5099.85	-40.1987
5200.16	-40.7863
5200.07	-40.8049
5199.94	-40.7259
5200.29	-40.8612
5299.88	-40.9602
5300.23	-41.0794
5299.9	-40.957
5400.25	-40.8893
5399.94	-40.8645
5400.08	-40.8221
5499.79	-40.2302
5500.05	-40.3325
5500.13	-40.2864
5600.02	-39.1381
5600.21	-39.2368
5600.16	-39.2064
5600.32	-39.2098
5700.29	-37.259
5699.89	-37.1328
5700.12	-37.3987
5799.64	-34.3199
5799.95	-34.3122
5800	-34.3899
5899.34	-29.8945
5899.55	-29.9843
5900.01	-30.1106
5999.62	-23.8763
5999.29	-23.9052
5999.86	-23.9624
6099.12	-15.5162
6099.21	-15.5884
6100.94	-15.9011
6099.46	-15.7867
6199.97	-5.09181
6199.68	-5.18537
6199.61	-5.19807
6299.44	6.82775
6298.72	6.83365
6299.62	6.70816
6399.69	18.662
6399.97	18.5865
6399.5	18.6376
6498.93	29.2418
6499.42	29.0069
6499.37	29.0447
6499.79	29.0124
6599.25	37.3399
6599.87	37.3928
6599.68	37.3261
6699.53	43.5136
6699.99	43.4912
6699.9	43.6442
6800.18	48.0033
6800.23	48.1835
6800.37	48.0868
6899.77	51.3227
6900.42	51.2653
6900.19	51.4145
6899.54	51.4092
7000.09	53.693
7000.18	53.7539
6999.86	53.6831
7099.94	55.2959
7100.38	55.2463
7099.44	55.3917
7200.13	56.3096
7199.74	56.3981
7200.28	56.3886
7299.78	57.071
7300.17	56.9988
7299.98	57.0501
7300.34	57.043
7400.08	57.1872
7400.08	57.4019
7399.84	57.5179
7500.21	57.4827
7499.88	57.4505
7500.06	57.3544
7600.33	57.2974
7600.29	57.3625
7600.2	57.3771
7700.18	57.1471
7700.18	57.1925
7700.19	57.2885
7700.05	57.237
7800.24	56.8474
7800.09	56.8775
7800.39	56.9378
7900.34	56.5591
7900.01	56.5851
7900.2	56.5794
8000.02	56.0696
8000.14	56.1385
8000.21	56.1135
8100.22	55.5918
8100.07	55.6293
8100.23	55.837
8100.24	55.7066
8200.05	55.1914
8200.13	55.0727
8200.13	55.1323
8300.24	54.545
8300.09	54.6398
8300	54.6135
8400.16	53.8726
8400.04	54.1014
8400.13	54.1302
8500.12	53.4299
8500.25	53.3744
8500.07	53.6234
8500	53.634
8599.98	53.0406
8600.17	52.9824
8600.16	52.8404
8700.33	52.2387
8700.01	52.4791
8700.15	52.2872
8800.29	51.7446
8800.13	51.68
8800.04	51.7258
8900.31	51.1181
8900.29	51.2479
8900.34	51.3462
8900.09	51.2535
8999.95	50.6407
8999.88	50.7441
8999.91	50.7732
9100.06	50.1221
9099.99	50.2458
9100.25	49.9842
9200.17	49.5767
