8999.87	1.59598
8999.98	1.59567
8999.87	1.5956
8999.86	1.59606
8999.96	1.5957
8999.85	1.59579
9000.01	1.5957
8999.84	1.59554
8999.91	1.59565
9000.12	1.59552
8999.94	1.59559
8999.97	1.59515
8999.82	1.59529
8999.78	1.5955
9000.06	1.59543
8999.95	1.59542
9000.03	1.59548
9000.02	1.59484
8999.90	1.59499
8999.91	1.59585
8999.72	1.5948
8999.92	1.5948
8999.89	1.59493
9000.02	1.59451
9000.01	1.59494
8999.85	1.5956
9000.04	1.59522
9000.22	1.59547
9000.02	1.59488
8999.88	1.59476
8999.97	1.59524
8999.95	1.59549
9000.22	1.59522
9000.01	1.59533
9000.08	1.59533
9000.02	1.59502
9000.11	1.59481
8999.93	1.5954
8999.87	1.59522
8999.89	1.59474
9000.13	1.59487
8999.88	1.59487
8999.84	1.59505
8999.88	1.59459
8999.99	1.59478
9000.00	1.5946
9000.09	1.59472
8999.98	1.59456
9000.03	1.59416
8999.95	1.59457
8999.93	1.59449
9000.10	1.59478
9000.06	1.59467
8999.81	1.59487
8999.80	1.59482
8999.98	1.59462
9000.01	1.59446
8999.96	1.5949
8999.92	1.5945
9000.01	1.59465
8999.92	1.59449
9000.00	1.59429
8999.88	1.59429
9000.10	1.59444
8999.92	1.59485
9000.09	1.59503
8999.80	1.59476
9000.01	1.59505
9000.06	1.59481
8999.95	1.59426
8999.99	1.59463
8999.83	1.59468
9000.05	1.59448
9000.06	1.5944
8999.96	1.59442
8999.89	1.59421
8999.84	1.59464
8999.97	1.59426
8999.94	1.59491
8999.89	1.59419
9000.16	1.59449
9000.21	1.59445
8999.91	1.59429
9000.18	1.59471
9000.04	1.59438
8999.93	1.59461
9000.12	1.59438
9000.17	1.59429
9000.08	1.59429
8999.88	1.59475
9000.04	1.59506
9000.11	1.59489
8999.90	1.59471
9000.10	1.59522
8999.99	1.59475
9000.03	1.59482
8999.86	1.59493
9000.11	1.5953
8999.96	1.59472
8999.82	1.59521
8999.87	1.59491
8999.78	1.59495
9000.08	1.59475
8999.84	1.59493
8999.83	1.59497
9000.02	1.59472
8999.90	1.5951
8999.78	1.59513
9000.06	1.59473
9000.03	1.59466
9000.15	1.59492
9000.25	1.59501
9000.05	1.59532
8999.98	1.59488
9000.15	1.59468
8999.83	1.59507
8999.64	1.59495
9000.20	1.59508
8999.87	1.59522
8999.99	1.59518
